provider_id,workload_hours,stress_level,absenteeism_days,satisfaction_score,burnout_risk
P074855,60,6,2,10,34
P074856,57,6,4,1,63
P074857,53,8,2,10,41
P074858,33,7,1,10,25
P074859,48,6,3,10,27
P074860,51,6,2,10,17
P074861,42,10,2,10,38
P074862,52,9,4,1,64
P074863,38,9,2,1,54
P074864,60,6,1,1,53
P074865,48,6,2,10,36
P074866,60,7,1,10,41
P074867,40,8,3,10,27
P074868,45,6,4,10,21
P074869,49,10,3,10,35
P074870,60,10,3,1,72
P074871,33,9,3,10,21
P074872,34,7,4,10,18
P074873,46,10,4,1,58
P074874,55,10,0,10,39
P074875,58,6,2,10,29
P074876,47,9,0,10,29
P074877,60,7,4,10,40
P074878,59,8,4,10,49
P074879,51,7,2,10,32
P074880,44,7,4,10,28
P074881,47,10,1,10,30
P074882,48,7,2,10,32
P074883,46,10,5,1,66
P074884,46,9,3,10,34
P074885,47,8,3,1,52
P074886,45,8,1,1,57
P074887,55,7,6,10,32
P074888,46,8,3,1,51
P074889,58,9,5,1,68
P074890,48,7,1,1,51
P074891,52,7,2,10,27
P074892,60,8,3,10,43
P074893,33,10,4,10,30
P074894,53,7,3,1,58
P074895,43,8,2,1,60
P074896,46,7,1,10,35
P074897,45,6,4,10,27
P074898,56,7,2,10,24
P074899,60,9,7,10,57
P074900,38,10,3,10,35
P074901,56,6,1,1,54
P074902,53,7,3,1,61
P074903,54,10,1,1,65
P074904,60,7,4,1,61
P074905,49,10,0,1,73
P074906,53,7,2,1,67
P074907,50,10,0,10,34
P074908,50,7,2,10,32
P074909,50,8,2,1,58
P074910,51,8,2,10,44
P074911,49,8,1,1,60
P074912,46,8,3,1,61
P074913,57,6,2,10,37
P074914,51,8,5,1,64
P074915,58,10,0,10,34
P074916,52,7,2,1,59
P074917,43,9,2,10,35
P074918,47,10,1,10,37
P074919,52,8,4,10,43
P074920,50,10,1,1,61
P074921,42,9,3,10,24
P074922,60,10,0,1,65
P074923,42,9,0,1,45
P074924,48,8,2,10,21
P074925,52,7,1,1,56
P074926,50,7,6,10,35
P074927,56,6,1,1,51
P074928,49,8,4,10,40
P074929,48,8,2,1,50
P074930,55,9,3,10,45
P074931,48,6,4,10,36
P074932,56,7,1,1,55
P074933,60,9,2,10,43
P074934,60,8,7,10,53
P074935,30,6,4,10,18
P074936,38,9,3,10,26
P074937,42,8,4,10,34
P074938,48,8,2,10,27
P074939,45,8,1,1,58
P074940,53,6,1,1,52
P074941,39,9,1,10,29
P074942,60,10,0,10,47
P074943,56,10,3,1,71
P074944,55,7,2,10,36
P074945,53,7,3,10,33
P074946,46,9,3,1,54
P074947,48,10,3,10,37
P074948,44,8,2,1,56
P074949,49,8,2,10,42
P074950,37,6,2,10,25
P074951,46,10,1,10,42
P074952,42,6,6,1,47
P074953,54,6,3,1,61
P074954,50,6,3,10,30
P074955,50,10,8,10,48
P074956,39,8,1,10,32
P074957,47,7,0,10,35
P074958,54,10,2,1,65
P074959,57,6,2,10,34
P074960,45,9,0,10,26
P074961,40,10,2,10,25
P074962,51,10,1,1,57
P074963,60,6,6,10,41
P074964,50,6,3,10,29
P074965,43,10,4,10,37
P074966,43,6,3,1,42
P074967,54,6,1,1,54
P074968,57,10,2,10,44
P074969,53,7,7,1,52
P074970,49,10,2,10,30
P074971,60,9,2,10,41
P074972,54,7,2,1,56
P074973,57,9,1,1,62
P074974,48,8,6,1,59
P074975,52,6,5,10,35
P074976,53,6,2,1,50
P074977,40,10,1,1,59
P074978,53,10,3,10,44
P074979,54,9,3,10,50
P074980,39,7,3,10,27
P074981,60,7,0,10,41
P074982,46,10,5,1,62
P074983,59,10,2,10,40
P074984,58,6,2,1,49
P074985,60,6,1,10,36
P074986,60,6,3,10,38
P074987,47,10,1,10,37
P074988,43,6,3,1,44
P074989,60,10,2,1,69
P074990,60,7,6,1,76
P074991,47,9,1,10,27
P074992,53,10,2,10,42
P074993,51,10,1,10,48
P074994,41,10,2,1,64
P074995,46,10,0,10,45
P074996,34,10,3,1,48
P074997,54,8,9,1,63
P074998,60,6,4,1,66
P074999,50,10,0,1,63
P075000,58,10,5,1,61
P075001,33,8,4,1,45
P075002,54,7,3,1,57
P075003,47,7,4,10,30
P075004,48,7,1,10,27
P075005,49,9,7,1,63
P075006,49,6,0,10,28
P075007,60,8,2,10,45
P075008,58,6,1,10,34
P075009,44,9,6,10,40
P075010,52,9,3,10,36
P075011,30,10,3,10,30
P075012,44,9,0,1,47
P075013,46,8,2,1,55
P075014,41,8,2,10,31
P075015,54,8,2,1,61
P075016,48,10,3,10,37
P075017,60,10,1,10,46
P075018,48,10,0,1,61
P075019,41,6,6,10,20
P075020,54,6,2,1,47
P075021,48,8,3,1,63
P075022,46,10,3,10,35
P075023,42,9,1,10,41
P075024,52,6,5,1,55
P075025,57,6,1,10,29
P075026,55,8,2,10,43
P075027,33,6,6,1,41
P075028,41,7,0,1,36
P075029,59,6,1,10,32
P075030,53,10,0,1,71
P075031,55,10,4,10,43
P075032,58,6,2,10,35
P075033,53,6,3,10,37
P075034,56,9,4,10,45
P075035,53,9,5,1,63
P075036,55,6,4,10,35
P075037,60,9,2,10,42
P075038,60,6,1,1,54
P075039,54,6,0,1,51
P075040,56,7,1,10,36
P075041,60,9,3,10,43
P075042,43,8,2,10,31
P075043,47,10,3,10,35
P075044,56,8,2,10,41
P075045,53,7,1,1,51
P075046,40,10,3,10,42
P075047,41,8,2,10,18
P075048,55,7,2,10,35
P075049,49,6,1,10,40
P075050,54,6,7,1,58
P075051,55,8,3,10,36
P075052,56,7,1,10,24
P075053,47,10,1,1,67
P075054,59,7,2,1,57
P075055,41,10,6,10,39
P075056,47,6,5,10,31
P075057,43,10,0,1,54
P075058,60,7,2,10,36
P075059,60,6,4,10,32
P075060,38,8,2,1,43
P075061,57,8,1,10,34
P075062,30,6,4,10,20
P075063,50,10,3,10,47
P075064,50,9,2,1,54
P075065,56,8,4,10,32
P075066,44,8,5,10,36
P075067,42,8,2,1,53
P075068,39,10,0,1,54
P075069,38,8,0,1,38
P075070,49,6,2,1,52
P075071,43,8,1,1,58
P075072,60,7,3,10,45
P075073,50,10,3,1,68
P075074,50,6,4,10,31
P075075,60,9,6,1,68
P075076,57,6,2,10,39
P075077,51,7,2,1,56
P075078,42,8,4,1,59
P075079,52,6,1,1,48
P075080,48,10,4,1,63
P075081,39,8,3,1,48
P075082,54,9,4,10,46
P075083,50,10,4,10,41
P075084,45,9,1,1,61
P075085,40,8,1,10,31
P075086,54,8,2,10,35
P075087,59,10,6,1,76
P075088,54,9,2,10,43
P075089,60,8,4,10,46
P075090,56,10,2,10,44
P075091,40,10,2,10,37
P075092,47,6,0,10,25
P075093,53,7,3,1,52
P075094,47,7,2,1,52
P075095,44,9,2,1,62
P075096,44,10,1,10,32
P075097,54,10,0,10,42
P075098,55,8,5,10,45
P075099,56,7,2,1,58
P075100,46,10,5,1,56
P075101,59,8,1,10,28
P075102,38,8,1,10,26
P075103,45,7,2,1,51
P075104,40,6,0,10,23
P075105,60,9,5,10,36
P075106,52,9,3,10,40
P075107,58,10,3,10,58
P075108,49,6,1,10,34
P075109,39,9,0,10,27
P075110,52,6,2,1,49
P075111,57,10,1,10,36
P075112,50,6,1,1,56
P075113,44,10,2,10,35
P075114,44,9,3,10,32
P075115,43,7,4,1,52
P075116,43,10,2,1,57
P075117,49,6,3,1,56
P075118,45,10,0,10,32
P075119,60,9,2,10,41
P075120,56,9,3,1,63
P075121,57,6,4,1,54
P075122,59,10,1,1,60
P075123,60,9,2,10,42
P075124,57,10,2,1,59
P075125,50,8,2,10,34
P075126,38,7,0,1,39
P075127,59,8,2,1,67
P075128,60,9,2,10,40
P075129,41,6,0,10,22
P075130,50,8,0,1,56
P075131,50,8,3,1,51
P075132,60,6,4,10,53
P075133,55,10,2,10,49
P075134,53,7,2,10,27
P075135,53,8,2,1,57
P075136,53,6,3,10,25
P075137,38,9,2,1,58
P075138,35,7,4,1,46
P075139,49,9,4,1,64
P075140,42,7,0,10,16
P075141,50,6,2,10,25
P075142,39,10,4,10,47
P075143,48,7,4,10,48
P075144,52,7,0,10,34
P075145,60,6,1,10,29
P075146,43,7,5,10,23
P075147,53,6,3,10,37
P075148,41,8,5,10,33
P075149,48,10,4,10,31
P075150,44,10,0,1,57
P075151,52,8,3,1,65
P075152,50,9,2,10,36
P075153,52,6,2,1,50
P075154,51,6,0,10,35
P075155,42,7,3,1,49
P075156,38,6,3,1,38
P075157,59,7,3,1,57
P075158,49,10,2,1,61
P075159,60,6,2,10,31
P075160,53,9,4,1,65
P075161,59,7,0,10,27
P075162,53,6,4,10,31
P075163,45,6,3,1,40
P075164,40,7,3,10,23
P075165,59,6,3,1,64
P075166,40,6,4,10,31
P075167,42,10,1,10,19
P075168,44,9,4,10,53
P075169,48,7,1,1,62
P075170,51,8,4,1,61
P075171,60,8,2,1,71
P075172,55,8,4,1,63
P075173,43,8,0,10,17
P075174,49,6,1,10,26
P075175,43,10,3,10,35
P075176,41,7,4,1,47
P075177,51,9,2,10,42
P075178,52,7,1,1,53
P075179,51,9,6,1,59
P075180,56,9,3,10,29
P075181,59,6,1,10,26
P075182,45,9,1,10,38
P075183,56,10,5,10,47
P075184,51,6,2,10,36
P075185,59,9,3,10,39
P075186,45,8,3,10,34
P075187,45,6,0,10,21
P075188,60,7,2,10,46
P075189,46,7,0,1,38
P075190,54,10,2,10,55
P075191,34,9,2,1,45
P075192,60,6,2,10,33
P075193,60,6,2,1,62
P075194,59,9,2,10,45
P075195,52,7,2,10,36
P075196,44,10,2,10,37
P075197,46,7,0,1,56
P075198,30,9,6,10,28
P075199,44,9,2,1,61
P075200,50,8,0,1,53
P075201,52,10,3,10,40
P075202,55,7,3,1,56
P075203,54,10,7,10,46
P075204,51,9,3,1,57
P075205,51,10,4,10,40
P075206,48,7,0,10,25
P075207,60,7,1,10,31
P075208,49,7,2,10,28
P075209,57,9,2,10,43
P075210,60,10,3,1,62
P075211,41,10,2,10,33
P075212,45,7,4,10,31
P075213,41,9,0,1,53
P075214,60,7,4,10,36
P075215,54,9,2,1,56
P075216,43,6,0,1,43
P075217,52,9,1,10,40
P075218,47,10,0,10,44
P075219,59,8,3,10,43
P075220,59,6,1,10,43
P075221,60,7,4,10,39
P075222,45,10,2,1,58
P075223,52,7,3,1,55
P075224,45,9,2,1,50
P075225,49,10,2,10,40
P075226,47,9,2,10,40
P075227,58,7,1,10,37
P075228,51,10,3,10,46
P075229,47,6,4,10,33
P075230,47,7,0,10,21
P075231,46,7,4,10,36
P075232,53,10,6,10,52
P075233,39,7,1,1,39
P075234,60,7,2,10,39
P075235,53,9,2,10,30
P075236,50,6,2,1,43
P075237,47,8,3,1,54
P075238,50,9,1,10,38
P075239,50,10,6,1,73
P075240,53,6,3,10,33
P075241,40,8,1,10,17
P075242,50,8,3,1,57
P075243,53,6,3,10,25
P075244,31,8,6,10,35
P075245,47,9,2,1,44
P075246,37,10,5,10,40
P075247,53,6,3,1,51
P075248,47,9,2,10,33
P075249,47,9,4,10,44
P075250,36,8,3,10,26
P075251,49,7,4,10,35
P075252,60,9,1,1,68
P075253,36,10,1,10,28
P075254,43,9,3,1,58
P075255,35,10,5,10,33
P075256,52,7,4,1,62
P075257,60,10,1,1,60
P075258,40,10,2,1,62
P075259,60,10,1,1,71
P075260,54,8,1,1,66
P075261,53,9,2,1,50
P075262,45,9,2,1,52
P075263,45,7,1,10,26
P075264,60,10,1,10,51
P075265,55,6,1,10,35
P075266,43,9,2,10,29
P075267,54,7,0,1,60
P075268,46,6,3,10,24
P075269,60,9,5,10,48
P075270,44,6,2,1,46
P075271,54,7,4,1,57
P075272,51,7,2,10,35
P075273,57,8,6,1,71
P075274,60,7,2,10,37
P075275,44,10,1,1,57
P075276,46,9,4,10,48
P075277,47,7,3,1,45
P075278,43,7,0,10,27
P075279,45,6,1,1,45
P075280,55,6,2,1,61
P075281,40,6,3,1,45
P075282,39,8,2,10,27
P075283,48,8,2,1,57
P075284,47,8,2,1,55
P075285,51,10,1,10,39
P075286,58,7,5,10,39
P075287,54,8,2,1,61
P075288,48,9,1,1,51
P075289,40,7,1,1,49
P075290,60,10,2,10,49
P075291,51,7,3,1,62
P075292,44,7,2,10,26
P075293,30,9,2,10,25
P075294,45,6,2,10,20
P075295,52,8,1,1,64
P075296,46,10,4,1,56
P075297,30,8,1,10,21
P075298,54,7,1,1,58
P075299,55,10,3,10,43
P075300,60,7,1,10,34
P075301,53,10,2,10,44
P075302,53,9,4,10,30
P075303,58,9,2,10,44
P075304,40,10,4,10,33
P075305,44,8,2,10,29
P075306,46,6,4,1,57
P075307,47,7,1,10,30
P075308,47,8,2,10,42
P075309,58,10,1,10,41
P075310,44,6,5,10,39
P075311,51,8,1,10,40
P075312,53,10,2,10,41
P075313,50,10,1,1,65
P075314,60,10,1,1,71
P075315,37,7,2,10,23
P075316,57,7,1,1,51
P075317,30,9,1,10,29
P075318,41,8,4,10,37
P075319,47,7,2,10,32
P075320,50,7,3,1,51
P075321,51,9,0,10,30
P075322,42,6,3,10,18
P075323,58,9,4,1,72
P075324,48,9,2,10,34
P075325,42,9,4,10,40
P075326,40,6,0,10,20
P075327,60,9,1,1,58
P075328,57,7,6,10,45
P075329,44,8,1,10,34
P075330,55,9,1,10,37
P075331,47,6,2,1,46
P075332,45,9,0,1,48
P075333,54,6,4,10,30
P075334,51,7,4,10,34
P075335,43,9,1,10,28
P075336,53,9,2,1,59
P075337,50,6,3,1,47
P075338,44,10,1,1,45
P075339,35,9,1,10,25
P075340,51,8,0,1,54
P075341,50,8,3,10,37
P075342,60,7,3,10,41
P075343,51,8,1,1,58
P075344,49,6,3,10,27
P075345,60,6,1,1,68
P075346,56,10,3,1,66
P075347,52,7,3,1,48
P075348,60,10,2,10,44
P075349,44,10,3,10,35
P075350,48,8,6,10,44
P075351,45,6,1,10,29
P075352,44,9,4,10,39
P075353,47,9,3,10,38
P075354,37,10,0,10,24
P075355,47,9,2,10,36
P075356,32,7,1,10,16
P075357,41,7,4,10,28
P075358,44,6,2,1,31
P075359,54,6,0,1,45
P075360,60,8,3,10,43
P075361,44,10,2,10,35
P075362,49,9,1,1,60
P075363,55,10,1,1,57
P075364,51,9,2,10,38
P075365,57,10,1,10,52
P075366,49,8,4,10,34
P075367,54,7,1,10,33
P075368,57,6,3,10,32
P075369,53,9,1,1,59
P075370,41,6,0,10,15
P075371,49,8,2,10,45
P075372,43,8,1,1,51
P075373,37,8,1,1,39
P075374,60,10,2,10,48
P075375,45,7,2,1,57
P075376,51,10,4,10,50
P075377,48,10,3,10,34
P075378,55,10,4,1,71
P075379,32,10,4,1,64
P075380,59,8,1,1,65
P075381,59,9,1,1,66
P075382,43,10,2,10,41
P075383,48,8,1,10,25
P075384,57,7,1,10,32
P075385,46,8,2,1,51
P075386,58,9,6,10,45
P075387,60,10,2,10,52
P075388,57,8,0,10,34
P075389,45,7,4,1,64
P075390,60,7,2,1,62
P075391,60,6,2,10,43
P075392,48,9,5,10,33
P075393,52,7,4,1,56
P075394,60,6,0,1,55
P075395,48,10,2,10,26
P075396,54,10,2,10,40
P075397,52,9,0,10,33
P075398,47,8,3,10,27
P075399,33,6,2,10,12
P075400,60,7,1,1,59
P075401,46,8,4,10,35
P075402,57,6,2,10,37
P075403,44,10,5,1,66
P075404,38,8,3,1,55
P075405,53,9,0,10,45
P075406,45,8,3,1,59
P075407,50,9,3,10,42
P075408,42,9,1,10,35
P075409,35,8,1,1,46
P075410,60,10,4,10,48
P075411,55,8,3,10,37
P075412,55,6,3,10,33
P075413,49,7,0,1,48
P075414,48,7,1,10,36
P075415,47,7,5,10,31
P075416,45,7,1,10,25
P075417,43,8,1,1,52
P075418,30,10,3,10,33
P075419,60,10,2,10,56
P075420,46,7,2,1,46
P075421,39,6,1,10,23
P075422,58,7,1,10,40
P075423,60,10,2,1,63
P075424,40,9,2,10,22
P075425,45,7,3,10,25
P075426,47,7,2,10,25
P075427,38,7,3,10,32
P075428,46,10,2,10,37
P075429,56,8,1,1,58
P075430,47,10,1,10,32
P075431,52,6,4,1,60
P075432,57,9,1,10,43
P075433,51,10,2,10,34
P075434,30,9,1,1,49
P075435,55,10,1,10,39
P075436,58,9,4,10,48
P075437,50,8,0,10,38
P075438,57,7,4,10,36
P075439,56,6,1,1,52
P075440,55,7,2,1,53
P075441,54,9,0,1,57
P075442,43,7,5,1,58
P075443,40,10,2,10,39
P075444,60,7,3,10,27
P075445,43,9,5,1,63
P075446,54,6,4,1,55
P075447,47,9,1,10,36
P075448,53,10,3,1,66
P075449,36,8,8,10,34
P075450,56,9,3,1,70
P075451,40,9,1,1,52
P075452,43,10,2,10,34
P075453,48,6,7,10,35
P075454,50,6,2,10,21
P075455,41,9,3,10,37
P075456,46,9,2,10,36
P075457,48,8,3,10,31
P075458,60,7,2,1,62
P075459,44,6,4,10,28
P075460,35,7,5,10,21
P075461,51,7,3,1,55
P075462,60,9,0,10,43
P075463,55,10,2,10,42
P075464,51,7,3,10,34
P075465,60,9,4,10,53
P075466,50,6,0,1,50
P075467,55,6,3,1,55
P075468,40,6,0,10,17
P075469,40,8,2,10,32
P075470,39,10,6,10,37
P075471,60,7,4,10,38
P075472,48,9,2,10,40
P075473,60,6,5,10,33
P075474,50,6,0,10,28
P075475,46,6,5,1,49
P075476,50,9,3,1,65
P075477,60,7,2,10,42
P075478,41,9,2,10,30
P075479,45,8,4,10,37
P075480,51,8,0,10,26
P075481,59,6,3,10,32
P075482,58,9,3,1,62
P075483,42,6,1,1,46
P075484,49,7,7,1,74
P075485,56,8,2,10,44
P075486,50,9,0,1,47
P075487,50,10,1,10,28
P075488,43,8,3,10,39
P075489,46,6,8,10,41
P075490,44,7,4,1,52
P075491,56,9,0,10,31
P075492,54,7,0,1,54
P075493,52,7,2,10,26
P075494,50,8,2,10,39
P075495,43,8,3,1,59
P075496,56,8,2,10,35
P075497,48,7,2,10,22
P075498,52,6,4,10,33
P075499,43,7,1,10,18
P075500,56,10,2,1,78
P075501,47,7,5,10,28
P075502,54,7,2,10,40
P075503,49,6,1,10,29
P075504,52,7,2,10,36
P075505,50,6,1,10,28
P075506,44,6,2,10,33
P075507,42,8,2,10,32
P075508,52,7,3,10,41
P075509,49,7,0,1,57
P075510,36,7,1,1,43
P075511,53,10,7,10,43
P075512,43,8,4,10,29
P075513,36,7,3,10,19
P075514,56,7,4,10,34
P075515,42,7,3,10,33
P075516,55,10,1,10,50
P075517,58,10,2,1,64
P075518,60,10,3,10,54
P075519,55,6,3,1,58
P075520,43,7,4,10,23
P075521,30,7,3,10,22
P075522,47,10,0,10,36
P075523,50,8,8,10,48
P075524,39,9,4,1,58
P075525,52,6,2,1,45
P075526,60,7,3,10,46
P075527,39,10,1,10,28
P075528,37,7,5,10,25
P075529,48,7,2,1,46
P075530,50,10,4,1,66
P075531,51,9,2,10,42
P075532,38,7,4,1,49
P075533,55,8,2,1,66
P075534,32,6,4,10,18
P075535,47,9,3,1,61
P075536,46,9,1,1,60
P075537,39,9,4,10,28
P075538,43,6,3,1,48
P075539,55,10,3,1,67
P075540,49,9,3,10,34
P075541,60,6,1,1,56
P075542,44,7,2,1,55
P075543,60,9,4,1,72
P075544,59,7,2,1,57
P075545,60,10,3,10,44
P075546,53,6,2,10,32
P075547,56,6,3,10,31
P075548,55,10,2,1,69
P075549,41,10,4,10,40
P075550,56,7,0,1,58
P075551,50,8,1,10,30
P075552,50,8,6,10,44
P075553,45,9,2,10,34
P075554,53,7,3,10,40
P075555,44,6,4,10,35
P075556,53,6,1,10,30
P075557,43,10,5,1,65
P075558,49,8,5,10,40
P075559,53,8,0,1,63
P075560,56,10,1,10,43
P075561,55,9,1,1,62
P075562,50,8,1,10,32
P075563,52,8,3,10,40
P075564,48,8,3,1,63
P075565,56,8,3,10,43
P075566,45,8,2,1,56
P075567,51,9,1,10,37
P075568,45,7,3,10,32
P075569,52,6,2,10,28
P075570,55,10,4,10,41
P075571,51,6,4,10,42
P075572,46,10,2,10,28
P075573,37,9,1,10,29
P075574,60,8,4,10,36
P075575,46,9,3,10,39
P075576,54,6,1,1,54
P075577,53,9,2,1,60
P075578,30,9,2,10,26
P075579,57,7,2,10,35
P075580,55,10,6,10,49
P075581,38,10,2,1,52
P075582,44,7,1,1,39
P075583,47,8,2,10,29
P075584,49,6,3,10,16
P075585,59,7,0,10,37
P075586,33,9,3,10,28
P075587,58,8,2,10,35
P075588,38,8,3,10,19
P075589,45,9,4,10,32
P075590,43,8,8,1,49
P075591,44,10,2,1,60
P075592,49,6,3,10,22
P075593,39,10,2,1,59
P075594,40,10,2,10,38
P075595,40,10,3,10,37
P075596,53,9,1,1,70
P075597,60,9,3,1,73
P075598,46,10,4,10,38
P075599,49,9,6,10,42
P075600,60,9,4,1,79
P075601,41,10,0,10,24
P075602,56,6,0,1,51
P075603,44,6,1,10,30
P075604,57,10,2,1,72
P075605,54,6,3,10,32
P075606,50,10,2,1,64
P075607,60,9,8,1,75
P075608,40,10,5,10,47
P075609,60,10,4,10,55
P075610,55,7,4,10,36
P075611,51,9,2,10,45
P075612,60,7,3,10,37
P075613,38,7,2,10,28
P075614,49,8,1,10,34
P075615,43,10,2,1,54
P075616,42,9,0,10,34
P075617,55,9,2,10,50
P075618,60,10,1,1,67
P075619,45,6,2,1,46
P075620,60,6,4,1,49
P075621,58,10,3,10,37
P075622,51,6,2,10,31
P075623,56,10,2,10,50
P075624,47,6,0,1,42
P075625,42,10,1,10,28
P075626,39,7,1,10,16
P075627,60,9,0,10,38
P075628,51,10,1,10,40
P075629,37,7,2,1,43
P075630,60,10,4,10,39
P075631,60,8,3,1,76
P075632,54,8,3,10,41
P075633,53,8,6,10,33
P075634,56,6,3,10,32
P075635,45,7,3,10,34
P075636,42,8,4,10,23
P075637,60,9,0,1,73
P075638,43,9,1,1,50
P075639,58,9,4,10,45
P075640,40,6,2,1,52
P075641,47,8,5,10,35
P075642,48,6,5,1,57
P075643,50,6,1,10,33
P075644,35,8,0,10,26
P075645,36,9,3,1,48
P075646,39,7,4,1,44
P075647,60,6,3,1,57
P075648,54,8,1,1,67
P075649,47,10,3,10,36
P075650,59,10,2,10,45
P075651,59,6,2,10,34
P075652,30,8,3,1,44
P075653,52,10,0,10,31
P075654,42,8,6,10,34
P075655,43,10,3,10,42
P075656,51,6,1,10,31
P075657,42,7,3,10,28
P075658,40,10,2,10,40
P075659,60,8,0,1,57
P075660,38,10,2,10,24
P075661,53,7,2,10,29
P075662,50,9,3,10,30
P075663,45,7,7,1,50
P075664,40,10,1,1,48
P075665,52,10,4,10,39
P075666,55,9,2,10,47
P075667,45,6,5,10,28
P075668,56,10,2,10,41
P075669,48,6,2,10,16
P075670,52,8,5,1,61
P075671,48,9,3,10,35
P075672,55,6,2,10,26
P075673,37,8,1,10,26
P075674,49,8,4,10,29
P075675,56,10,2,10,42
P075676,50,8,0,1,48
P075677,58,7,3,1,64
P075678,37,7,4,10,28
P075679,33,8,1,10,25
P075680,34,10,3,10,32
P075681,60,9,3,10,33
P075682,46,10,2,10,37
P075683,46,7,1,1,59
P075684,60,9,0,1,70
P075685,32,9,2,1,50
P075686,51,9,2,10,39
P075687,36,10,3,10,35
P075688,41,9,6,1,58
P075689,39,6,2,10,15
P075690,56,10,3,10,41
P075691,42,9,1,1,49
P075692,60,9,0,1,63
P075693,42,7,3,10,34
P075694,33,8,3,10,12
P075695,54,7,3,1,62
P075696,38,8,2,1,55
P075697,52,9,2,10,33
P075698,55,6,2,10,37
P075699,60,8,3,1,61
P075700,34,7,2,10,7
P075701,60,6,1,1,53
P075702,57,6,3,10,35
P075703,46,6,3,1,48
P075704,51,10,1,10,37
P075705,52,10,3,1,70
P075706,47,10,2,10,36
P075707,52,7,5,10,35
P075708,48,6,1,10,23
P075709,40,8,3,10,28
P075710,37,6,1,1,43
P075711,46,9,3,1,63
P075712,46,7,2,1,50
P075713,30,6,4,1,41
P075714,47,9,2,1,62
P075715,36,9,4,1,59
P075716,59,8,2,10,38
P075717,60,9,2,10,30
P075718,40,6,2,10,17
P075719,44,8,1,1,55
P075720,56,6,0,10,29
P075721,55,10,5,10,48
P075722,50,9,2,10,42
P075723,51,8,3,10,36
P075724,41,9,5,10,36
P075725,53,7,3,10,25
P075726,40,6,3,10,22
P075727,39,8,4,10,34
P075728,47,9,4,10,49
P075729,55,9,1,10,48
P075730,60,7,2,10,37
P075731,55,6,2,10,27
P075732,46,9,2,10,42
P075733,44,9,2,10,35
P075734,60,6,1,1,62
P075735,48,6,2,10,33
P075736,60,9,1,1,58
P075737,52,8,1,10,42
P075738,40,8,4,1,47
P075739,55,8,7,10,49
P075740,40,9,5,10,26
P075741,49,9,3,10,44
P075742,48,7,3,10,28
P075743,42,6,5,1,46
P075744,41,8,1,10,22
P075745,60,6,4,10,44
P075746,44,7,5,10,18
P075747,52,10,4,1,65
P075748,60,8,2,10,43
P075749,44,7,2,10,23
P075750,54,7,2,10,32
P075751,45,9,2,10,38
P075752,38,8,4,1,54
P075753,54,8,2,10,45
P075754,60,10,1,10,46
P075755,39,9,2,10,27
P075756,43,7,5,1,57
P075757,37,8,0,10,27
P075758,30,8,2,10,18
P075759,43,7,6,1,53
P075760,49,8,0,10,32
P075761,47,10,1,10,38
P075762,60,8,1,10,42
P075763,57,8,2,10,41
P075764,46,10,0,10,44
P075765,50,8,2,1,60
P075766,51,10,2,1,67
P075767,52,7,2,10,40
P075768,36,7,2,1,40
P075769,52,8,1,1,44
P075770,51,7,1,10,35
P075771,38,9,4,1,58
P075772,42,7,1,10,26
P075773,56,6,2,10,31
P075774,47,8,2,1,55
P075775,42,8,2,1,55
P075776,55,6,3,10,39
P075777,39,6,1,10,19
P075778,34,10,3,10,33
P075779,44,7,1,1,43
P075780,50,9,5,10,41
P075781,44,10,3,10,37
P075782,37,9,3,10,31
P075783,59,9,6,10,48
P075784,41,6,2,10,21
P075785,58,8,1,10,35
P075786,49,9,1,1,55
P075787,60,8,3,1,66
P075788,47,9,1,10,34
P075789,53,6,0,10,28
P075790,48,10,5,10,43
P075791,56,6,1,1,46
P075792,49,6,5,1,65
P075793,54,10,2,10,39
P075794,51,9,1,10,34
P075795,50,10,6,10,46
P075796,54,9,2,10,36
P075797,53,9,3,1,67
P075798,41,6,1,10,19
P075799,41,6,2,1,46
P075800,56,9,3,1,61
P075801,56,7,2,1,47
P075802,48,9,1,10,31
P075803,60,8,2,10,40
P075804,56,8,3,10,43
P075805,55,9,2,1,72
P075806,60,8,4,1,68
P075807,46,6,3,1,46
P075808,46,10,2,10,33
P075809,42,6,4,10,27
P075810,44,6,1,1,46
P075811,52,8,3,1,56
P075812,47,7,5,1,47
P075813,34,6,1,10,20
P075814,46,6,3,1,53
P075815,51,7,5,1,48
P075816,41,8,1,10,32
P075817,50,9,2,1,59
P075818,60,6,3,10,38
P075819,36,8,2,1,45
P075820,51,10,2,1,61
P075821,46,6,3,10,27
P075822,60,7,2,10,48
P075823,47,7,5,10,40
P075824,46,7,1,10,29
P075825,60,7,2,1,72
P075826,55,7,6,10,48
P075827,40,8,1,1,50
P075828,52,7,6,10,43
P075829,52,7,0,10,39
P075830,60,8,4,1,67
P075831,41,6,6,1,49
P075832,35,6,3,10,10
P075833,47,9,1,1,52
P075834,57,7,0,1,61
P075835,43,10,0,10,33
P075836,51,10,5,10,50
P075837,48,7,5,1,58
P075838,57,9,3,10,44
P075839,60,7,2,1,67
P075840,53,10,5,1,61
P075841,50,9,3,10,39
P075842,56,8,6,1,60
P075843,43,6,3,10,24
P075844,55,7,2,10,37
P075845,57,8,3,1,66
P075846,47,8,3,1,57
P075847,51,10,2,10,39
P075848,47,6,5,1,49
P075849,43,8,3,1,58
P075850,52,7,2,10,34
P075851,46,8,1,1,53
